loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,Address
2500, 36 months,13.98,85.42,D,D2,Truck Driver,9 years,RENT,25429.64,Source Verified,Mar-2019,Charged Off,wedding,Wedding,20.72,Jul-1993,8,0,3612.19,12.9,16,w,Individual,2.0,0.0,"1128 Main St
AK 26228"
5500, 60 months,4.65,102.91,B,B5,Vice President,2 years,RENT,61113.86,Not Verified,Sep-2017,Fully Paid,car,Car financing,17.95,Jun-2010,10,0,26897.18,22.0,19,w,Joint App,6.0,0.0,"7445 Main St
CA 92581"
28500, 36 months,12.62,955.07,D,D1,Attorney,10+ years,RENT,46036.75,Source Verified,Feb-2019,Fully Paid,debt_consolidation,Debt consolidation,30.8,Nov-2011,12,1,467.56,34.2,19,w,Individual,0.0,0.0,"7825 Main St
NH 80360"
9000, 60 months,19.69,236.9,D,D4,Engineer,10+ years,MORTGAGE,69257.5,Source Verified,Jul-2020,Fully Paid,home_improvement,Home improvement,19.5,Feb-2003,11,0,2349.97,33.6,20,w,Individual,2.0,0.0,"9892 Main St
MD 11073"
37500, 36 months,13.67,1275.66,D,D3,Mechanic,10+ years,MORTGAGE,71181.77,Source Verified,Sep-2019,Charged Off,vacation,,27.27,Jun-1994,4,0,3986.91,51.2,11,f,Individual,2.0,1.0,"2191 Main St
DC 75106"
9000, 36 months,10.67,293.24,C,C1,Human Resources,1 year,RENT,74839.2,Source Verified,Oct-2018,Charged Off,credit_card,Credit card refinancing,16.46,May-2004,13,0,24955.9,45.9,29,f,Individual,0.0,0.0,"392 Main St
MA 53237"
35000, 60 months,7.22,696.68,B,B2,Teacher,10+ years,MORTGAGE,44156.22,Not Verified,Dec-2018,Fully Paid,home_improvement,Home improvement,11.51,Jul-1997,9,0,9534.99,28.8,23,w,Joint App,0.0,0.0,"2963 Main St
MD 82959"
17500, 36 months,3.76,514.8,A,A1,Bartender,10+ years,OWN,65584.38,Verified,Aug-2020,Charged Off,medical,Medical expenses,42.57,Nov-1992,17,2,3812.17,24.6,33,f,Individual,0.0,0.0,"8770 Main St
OK 68766"
3500, 36 months,13.57,118.89,D,D1,Driver,< 1 year,RENT,123862.47,Verified,Jul-2017,Fully Paid,credit_card,Credit card refinancing,18.82,Oct-2001,8,0,6417.12,68.7,21,w,Individual,8.0,0.0,"790 Main St
HI 48862"
27000, 36 months,17.39,967.87,E,E5,Physician,10+ years,MORTGAGE,96583.59,Not Verified,Apr-2018,Fully Paid,debt_consolidation,Debt consolidation,14.04,Jun-2005,9,2,16715.13,24.5,22,f,Individual,,0.0,"9898 Main St
MO 21601"
33500, 36 months,16.2,1181.07,C,C5,Driver,4 years,MORTGAGE,71812.08,Verified,Nov-2018,Fully Paid,credit_card,Credit card refinancing,12.99,May-1987,9,1,1433.56,44.8,19,f,Individual,0.0,2.0,"5694 Main St
WA 99099"
39000, 36 months,6.36,1192.83,A,A1,Marketing Manager,3 years,RENT,33528.82,Not Verified,Jun-2020,Charged Off,debt_consolidation,Debt consolidation,24.35,Sep-1989,9,0,1522.75,38.9,23,f,Individual,2.0,0.0,"8564 Main St
MO 86084"
22000, 60 months,27.74,681.54,F,F5,Server,5 years,MORTGAGE,12643.03,Not Verified,Dec-2019,Fully Paid,debt_consolidation,Debt consolidation,7.1,Aug-2007,10,0,17980.94,23.3,21,f,Individual,1.0,0.0,"4022 Main St
HI 42906"
38000, 36 months,30.62,1626.09,G,G5,Retail,< 1 year,RENT,18169.15,Verified,Jun-2015,Charged Off,debt_consolidation,Debt consolidation,9.53,Sep-1993,11,0,13582.4,21.1,25,w,Joint App,0.0,0.0,"4824 Main St
MD 44396"
12000, 36 months,3.0,348.97,B,B1,Customer Service,10+ years,OWN,87876.26,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,16.0,Feb-1993,6,0,3556.38,15.5,15,w,Individual,,0.0,"3 Main St
SC 15955"
28000, 60 months,13.03,637.52,C,C4,Analyst,3 years,RENT,36990.14,Verified,Nov-2016,Fully Paid,debt_consolidation,Debt consolidation,7.04,Mar-1988,13,0,1939.3,11.6,21,w,Individual,8.0,0.0,"1238 Main St
WY 89660"
38000, 36 months,13.95,1297.83,D,D5,,7 years,MORTGAGE,27782.6,Source Verified,Jun-2019,Fully Paid,debt_consolidation,Debt consolidation,11.83,Sep-2009,8,1,21385.6,49.8,15,f,Individual,1.0,0.0,"2119 Main St
ME 56276"
8500, 36 months,19.91,315.5,D,D1,Fire Fighter,9 years,RENT,40428.44,Source Verified,Jun-2018,Fully Paid,other,Other,16.51,Mar-2003,9,0,2747.66,63.3,17,w,Individual,3.0,0.0,"593 Main St
WI 18272"
4500, 36 months,21.78,171.35,F,F4,Electrician,10+ years,OWN,55173.59,Source Verified,Sep-2016,Charged Off,debt_consolidation,Debt consolidation,23.97,Sep-2008,6,1,2392.46,7.1,20,f,Individual,6.0,0.0,"6431 Main St
MD 36017"
2500, 36 months,3.0,72.7,A,A5,Registered Nurse,3 years,MORTGAGE,62978.37,Verified,Sep-2015,Fully Paid,home_improvement,Home improvement,24.33,Mar-1995,18,0,1607.2,35.1,30,w,Individual,1.0,0.0,"3243 Main St
RI 32591"
2500, 36 months,7.7,78.0,C,C1,General Manager,10+ years,MORTGAGE,38559.83,Source Verified,Feb-2019,Fully Paid,educational,Educational,21.25,Dec-2008,12,0,8766.51,17.9,26,w,Individual,2.0,0.0,"935 Main St
KS 43180"
28500, 36 months,14.94,987.12,D,D5,Bus Driver,1 year,OWN,103668.78,Source Verified,Mar-2019,Charged Off,credit_card,Credit card refinancing,8.44,May-2003,12,0,12508.31,48.4,23,w,Individual,2.0,2.0,"6484 Main St
NV 81727"
13000, 36 months,22.74,501.47,E,E4,Operations Manager,10+ years,RENT,52521.41,Source Verified,Aug-2020,Charged Off,home_improvement,Home improvement,10.35,Aug-1993,9,0,1081.95,32.5,21,w,Individual,0.0,0.0,"7298 Main St
GA 87359"
34000, 36 months,20.77,1276.94,E,E1,Human Resources,10+ years,OWN,51457.89,Not Verified,Jan-2018,Fully Paid,credit_card,Credit card refinancing,14.96,Jan-2010,16,0,6428.67,38.8,26,w,Individual,0.0,0.0,"4182 Main St
DC 67781"
34000, 36 months,20.39,1270.33,F,F4,Sales,1 year,MORTGAGE,34380.62,Not Verified,Dec-2017,Fully Paid,debt_consolidation,Debt consolidation,25.74,Jan-2012,7,0,2060.18,53.2,21,f,Individual,1.0,0.0,"5077 Main St
NH 10110"
14000, 60 months,18.46,359.02,C,C3,Driver,1 year,RENT,192806.02,Not Verified,Jun-2015,Fully Paid,debt_consolidation,Debt consolidation,21.77,Sep-2005,6,0,4473.99,11.9,15,f,Individual,1.0,0.0,"1771 Main St
TN 73628"
16500, 36 months,21.95,629.72,E,E2,Marketing Manager,,RENT,54231.27,Verified,Mar-2015,Fully Paid,house,Home buying,17.45,Sep-1999,11,2,9452.63,33.9,19,f,Individual,0.0,3.0,"3363 Main St
MS 86744"
25500, 36 months,9.94,822.1,B,B3,CEO,< 1 year,MORTGAGE,82934.0,Verified,Aug-2017,Fully Paid,credit_card,Credit card refinancing,7.11,Mar-1990,10,0,7219.83,55.4,26,f,Individual,6.0,0.0,"8490 Main St
VT 97535"
31000, 60 months,11.21,677.27,B,B5,Data Analyst,2 years,MORTGAGE,66427.03,Verified,Dec-2016,Charged Off,medical,Medical expenses,22.37,Apr-2009,6,0,51843.89,17.2,15,f,Individual,10.0,0.0,"5684 Main St
OH 53908"
26000, 36 months,3.9,766.47,B,B4,Accountant,2 years,MORTGAGE,126283.1,Source Verified,Jul-2016,Fully Paid,debt_consolidation,Debt consolidation,13.09,Aug-2015,7,0,979.16,3.3,25,w,Individual,0.0,0.0,"680 Main St
GA 46254"
10000, 60 months,12.81,226.56,D,D1,Driver,6 years,OWN,35993.0,Not Verified,Jul-2015,Charged Off,debt_consolidation,Debt consolidation,12.23,Nov-1987,13,0,9468.02,39.2,23,f,Joint App,1.0,0.0,"5488 Main St
NV 81444"
11000, 36 months,29.06,461.32,G,G4,President,3 years,OWN,82076.2,Verified,Oct-2020,Fully Paid,home_improvement,Home improvement,22.25,Nov-2009,15,0,169194.58,45.6,25,w,Joint App,0.0,0.0,"6307 Main St
HI 65136"
3000, 60 months,5.97,57.96,B,B5,CEO,6 years,RENT,49562.78,Verified,Jan-2020,Fully Paid,small_business,Business,12.16,Jul-1989,18,0,2021.06,27.0,31,f,Individual,7.0,0.0,"2681 Main St
HI 72678"
21500, 36 months,4.45,639.08,A,A1,Paramedic,7 years,RENT,67075.56,Verified,Jun-2018,Fully Paid,home_improvement,Home improvement,17.98,Feb-1990,3,0,1733.09,61.1,18,w,Individual,7.0,0.0,"4110 Main St
DE 68518"
31000, 36 months,15.73,1085.74,D,D3,Paramedic,10+ years,OWN,48669.2,Source Verified,Sep-2020,Charged Off,other,Other,17.62,Feb-2012,8,0,2971.36,4.1,20,w,Individual,1.0,0.0,"6980 Main St
ID 44788"
11500, 36 months,8.17,361.27,C,C4,Human Resources,10+ years,MORTGAGE,188794.19,Not Verified,Dec-2020,Fully Paid,home_improvement,Home improvement,34.4,Jan-1995,9,0,9895.47,8.7,17,w,Individual,3.0,0.0,"5270 Main St
DC 23499"
11000, 36 months,22.92,425.35,F,F2,Attorney,7 years,MORTGAGE,55969.83,Source Verified,Jan-2019,Charged Off,other,Other,13.47,Oct-2012,15,0,695.34,47.5,30,w,Individual,7.0,0.0,"2900 Main St
DC 24585"
35500, 60 months,10.29,759.35,B,B5,Teacher,4 years,RENT,23544.16,Source Verified,Aug-2016,Fully Paid,debt_consolidation,Debt consolidation,22.53,Aug-1986,6,5,1200.03,45.9,18,w,Individual,4.0,0.0,"677 Main St
RI 97401"
1000, 36 months,6.46,30.63,A,A5,Data Analyst,3 years,MORTGAGE,55402.82,Source Verified,Mar-2015,Fully Paid,debt_consolidation,Debt consolidation,10.32,Nov-2000,14,0,569.96,38.0,21,w,Individual,1.0,0.0,"4309 Main St
NJ 38760"
3000, 36 months,15.34,104.5,C,C4,Consultant,9 years,MORTGAGE,64857.73,Not Verified,Jul-2019,Fully Paid,major_purchase,Major purchase,17.51,Aug-1998,13,0,8264.22,41.8,20,w,Individual,3.0,3.0,"3393 Main St
NJ 37098"
6500, 36 months,7.02,200.76,A,A3,Vice President,10+ years,RENT,64768.19,Not Verified,Oct-2017,Fully Paid,major_purchase,Major purchase,14.16,Aug-2005,10,0,8527.24,44.8,24,f,Joint App,5.0,0.0,"338 Main St
WI 83076"
23500, 36 months,9.01,747.4,B,B3,Teacher,10+ years,MORTGAGE,27902.87,Verified,Nov-2018,Fully Paid,debt_consolidation,Debt consolidation,17.46,Feb-1995,8,0,39652.32,42.3,21,f,Individual,3.0,0.0,"1057 Main St
AL 43562"
17500, 36 months,5.65,529.61,A,A2,Server,2 years,RENT,29424.69,Source Verified,Jun-2020,Fully Paid,debt_consolidation,Debt consolidation,18.1,Jul-2000,14,0,1234.17,64.1,30,w,Joint App,1.0,0.0,"3001 Main St
KS 24687"
25000, 36 months,8.63,790.7,B,B2,Bus Driver,10+ years,MORTGAGE,182601.51,Source Verified,Feb-2016,Fully Paid,home_improvement,Home improvement,26.62,Aug-1988,9,0,4877.89,49.6,24,f,Joint App,4.0,3.0,"2397 Main St
NJ 84116"
39500, 36 months,3.75,1161.81,A,A4,Bartender,10+ years,RENT,52283.9,Not Verified,Jul-2018,Fully Paid,debt_consolidation,Debt consolidation,17.31,May-2002,10,0,12000.28,50.6,23,w,Joint App,7.0,0.0,"6465 Main St
WA 58672"
23000, 36 months,20.91,865.46,F,F1,Security Officer,1 year,RENT,55649.8,Verified,Oct-2018,Charged Off,debt_consolidation,Debt consolidation,11.41,Sep-1996,8,0,10964.79,84.6,14,w,Individual,0.0,0.0,"3494 Main St
MA 29068"
14000, 60 months,6.28,272.49,B,B3,Pharmacist,10+ years,MORTGAGE,209681.59,Not Verified,Dec-2017,Fully Paid,debt_consolidation,Debt consolidation,8.63,Dec-1996,12,0,9447.48,58.0,26,w,Individual,,0.0,"9688 Main St
NJ 48001"
37000, 36 months,7.18,1145.5,B,B1,Nurse,3 years,RENT,96885.6,Source Verified,Jul-2015,Fully Paid,credit_card,Credit card refinancing,13.06,Sep-1999,9,1,1911.77,72.8,16,w,Individual,3.0,0.0,"3227 Main St
IL 16977"
13500, 36 months,18.03,488.26,E,E1,Security Officer,6 years,RENT,58660.45,Verified,Feb-2017,Charged Off,debt_consolidation,Debt consolidation,24.73,Aug-1994,8,0,11671.13,55.9,21,f,Individual,5.0,0.0,"4447 Main St
CO 44869"
24000, 60 months,13.24,549.03,C,C4,Attorney,4 years,RENT,68973.34,Source Verified,Dec-2016,Fully Paid,debt_consolidation,Debt consolidation,20.66,Mar-2001,10,2,29193.74,2.7,26,w,Individual,,2.0,"9509 Main St
WA 14906"
28500, 36 months,12.61,954.93,C,C2,Engineer,1 year,MORTGAGE,198221.06,Verified,Jan-2019,Fully Paid,debt_consolidation,Debt consolidation,14.31,Jun-2001,11,1,500.45,49.7,24,w,Individual,0.0,0.0,"5216 Main St
CT 19748"
32000, 36 months,17.08,1142.16,D,D1,Cook,10+ years,RENT,40945.01,Not Verified,Feb-2020,Charged Off,other,Other,12.99,May-2012,8,0,3229.93,64.2,18,w,Individual,2.0,0.0,"334 Main St
CO 77038"
24500, 36 months,17.23,876.3,D,D4,Chef,10+ years,RENT,98792.3,Verified,Dec-2016,Fully Paid,debt_consolidation,Debt consolidation,15.4,Feb-2011,10,0,8409.68,28.2,20,f,Individual,9.0,0.0,"6803 Main St
ME 70963"
31000, 36 months,23.59,1209.55,E,E2,Security Officer,3 years,OWN,90109.8,Not Verified,Feb-2019,Charged Off,credit_card,Credit card refinancing,10.12,Aug-2014,13,0,3326.03,49.2,28,w,Individual,1.0,0.0,"3394 Main St
SC 67780"
13500, 36 months,11.97,448.2,C,C1,President,3 years,RENT,62079.81,Not Verified,Sep-2016,Fully Paid,debt_consolidation,Debt consolidation,18.69,Apr-2014,8,0,10582.58,50.8,21,w,Individual,0.0,0.0,"4176 Main St
MT 66708"
18500, 36 months,23.03,716.42,E,E1,Consultant,5 years,RENT,43147.87,Source Verified,Sep-2020,Fully Paid,debt_consolidation,Debt consolidation,18.94,Nov-2010,8,0,17585.28,41.0,20,f,Individual,0.0,0.0,"5517 Main St
RI 31350"
1000, 36 months,13.55,33.96,C,C2,Manager,10+ years,RENT,76250.81,Verified,Nov-2019,Fully Paid,debt_consolidation,Debt consolidation,29.72,Jan-2007,6,0,43116.91,66.8,19,f,Individual,,0.0,"3389 Main St
WI 44900"
4500, 60 months,10.82,97.44,B,B2,Paramedic,1 year,OWN,59777.93,Source Verified,Apr-2018,Fully Paid,debt_consolidation,Debt consolidation,22.73,Jan-2011,12,2,2867.17,24.8,28,f,Individual,0.0,1.0,"2214 Main St
KS 16651"
26500, 36 months,24.84,1051.39,E,E5,Clerk,10+ years,MORTGAGE,92169.94,Not Verified,Sep-2017,Fully Paid,debt_consolidation,Debt consolidation,7.07,May-2002,15,0,1152.5,53.9,22,f,Individual,5.0,0.0,"5645 Main St
WV 41710"
40000, 60 months,13.73,925.14,C,C5,Paramedic,10+ years,RENT,22397.56,Not Verified,Nov-2016,Fully Paid,home_improvement,Home improvement,25.49,Mar-2000,9,2,47362.87,43.7,26,w,Individual,0.0,0.0,"7053 Main St
MI 94343"
24000, 36 months,20.31,895.72,E,E4,General Manager,8 years,MORTGAGE,404280.23,Source Verified,Dec-2016,Charged Off,debt_consolidation,Debt consolidation,18.58,Jun-2009,13,0,3864.98,59.3,25,w,Individual,7.0,0.0,"1277 Main St
UT 10752"
28500, 36 months,5.19,856.6,A,A4,Cook,1 year,MORTGAGE,85534.06,Source Verified,Oct-2020,Fully Paid,debt_consolidation,Debt consolidation,15.22,Mar-2006,9,0,1779.56,30.2,17,f,Individual,1.0,0.0,"3310 Main St
VT 38619"
7500, 36 months,6.82,230.96,B,B3,Vice President,3 years,OWN,80045.45,Source Verified,Jun-2017,Fully Paid,debt_consolidation,Debt consolidation,17.49,Apr-2002,8,0,64124.19,2.9,20,w,Individual,2.0,0.0,"4858 Main St
MA 14474"
14500, 60 months,22.49,404.52,F,F5,Business Analyst,1 year,MORTGAGE,205486.3,Not Verified,Feb-2018,Fully Paid,vacation,Vacation,18.11,Jul-1998,9,1,37949.03,53.5,24,w,Individual,1.0,0.0,"132 Main St
WY 23018"
39500, 36 months,10.26,1279.38,B,B2,Police Officer,3 years,RENT,41154.86,Not Verified,Dec-2020,Fully Paid,credit_card,Credit card refinancing,21.82,Oct-1995,9,1,4061.08,37.1,20,w,Individual,0.0,0.0,"2972 Main St
RI 87359"
1500, 36 months,21.11,56.6,F,F5,Registered Nurse,10+ years,MORTGAGE,39468.66,Verified,Dec-2018,Fully Paid,major_purchase,Major purchase,13.57,Oct-1985,13,0,268.99,84.3,30,w,Individual,,0.0,"5528 Main St
NY 38439"
13500, 60 months,28.84,427.2,F,F4,Bus Driver,< 1 year,RENT,49218.77,Not Verified,Apr-2018,Fully Paid,debt_consolidation,Debt consolidation,23.42,May-1996,10,0,23636.43,35.9,29,f,Joint App,4.0,0.0,"9849 Main St
NY 18843"
7500, 36 months,19.54,276.97,E,E4,,3 years,MORTGAGE,220441.18,Not Verified,Jun-2017,Charged Off,car,Car financing,48.94,Jun-1999,15,1,736.32,26.8,27,w,Individual,4.0,0.0,"9179 Main St
OH 25267"
30000, 60 months,20.59,804.7,C,C4,Security Officer,7 years,MORTGAGE,56637.99,Source Verified,Feb-2016,Fully Paid,home_improvement,Home improvement,10.84,Oct-2005,12,0,6360.21,36.1,23,f,Individual,0.0,2.0,"7151 Main St
FL 24246"
28500, 36 months,9.92,918.54,C,C2,IT Manager,,MORTGAGE,313226.63,Source Verified,Mar-2017,Fully Paid,debt_consolidation,Debt consolidation,12.65,Aug-2007,10,0,20452.38,79.7,18,f,Individual,1.0,0.0,"1417 Main St
SD 84630"
4000, 60 months,20.75,107.65,E,E1,Teacher,3 years,RENT,43500.41,Not Verified,Jul-2019,Fully Paid,home_improvement,Home improvement,16.18,Aug-1991,10,0,2907.13,68.8,25,w,Individual,0.0,1.0,"6467 Main St
NH 13592"
2000, 60 months,14.77,47.34,D,D4,Clerk,10+ years,MORTGAGE,12437.39,Not Verified,Oct-2018,Fully Paid,debt_consolidation,Debt consolidation,9.31,May-2002,7,0,10996.43,30.5,15,f,Joint App,0.0,0.0,"6326 Main St
CO 19778"
12000, 36 months,9.62,385.07,C,C5,Owner,8 years,MORTGAGE,21821.52,Source Verified,Jul-2019,Charged Off,debt_consolidation,Debt consolidation,15.4,Dec-2015,16,0,9357.88,39.6,28,w,Individual,1.0,0.0,"8070 Main St
MI 56092"
9500, 36 months,29.66,401.52,G,G1,Security Officer,10+ years,OTHER,85299.5,Source Verified,Mar-2016,Charged Off,credit_card,Credit card refinancing,24.12,Feb-2014,12,0,92714.57,30.6,22,f,Individual,7.0,0.0,"7248 Main St
HI 35307"
19500, 36 months,12.13,648.89,D,D5,Data Analyst,10+ years,RENT,88314.8,Source Verified,Apr-2018,Fully Paid,home_improvement,Home improvement,16.17,Nov-1996,11,0,4343.72,15.4,28,f,Individual,6.0,0.0,"8704 Main St
RI 74846"
8000, 60 months,21.97,220.81,F,F4,Bartender,< 1 year,MORTGAGE,74431.29,Verified,Jul-2020,Fully Paid,debt_consolidation,Debt consolidation,9.78,Jul-1990,9,0,9707.71,32.1,17,w,Individual,,0.0,"8471 Main St
NM 48607"
32500, 36 months,6.17,991.22,A,A2,Server,7 years,RENT,32291.59,Not Verified,Aug-2017,Fully Paid,renewable_energy,Green loan,23.76,Mar-2008,13,0,7100.68,40.7,28,f,Individual,7.0,0.0,"7788 Main St
NJ 13004"
14500, 36 months,6.49,444.34,A,A1,Vice President,10+ years,RENT,29257.53,Verified,Mar-2019,Fully Paid,small_business,Business,18.67,May-1985,11,0,2732.39,14.0,16,w,Joint App,2.0,0.0,"1163 Main St
CT 26468"
37500, 36 months,4.52,1115.84,B,B1,Fire Fighter,10+ years,RENT,25151.09,Not Verified,Sep-2015,Fully Paid,credit_card,Credit card refinancing,20.77,Sep-1998,10,0,19376.73,21.6,26,f,Individual,0.0,0.0,"2803 Main St
CO 16391"
20000, 36 months,9.45,640.19,B,B4,Sales,2 years,MORTGAGE,49586.3,Source Verified,Nov-2020,Charged Off,house,Home buying,21.28,Apr-2001,10,1,2008.25,82.1,16,f,Individual,1.0,2.0,"2326 Main St
NC 25313"
29000, 36 months,16.45,1026.01,D,D4,Supervisor,4 years,MORTGAGE,73825.18,Verified,Aug-2018,Fully Paid,credit_card,Credit card refinancing,23.55,Mar-1985,9,1,4127.83,7.5,19,f,Individual,2.0,0.0,"4307 Main St
NM 39750"
9000, 36 months,3.16,262.37,A,A4,Marketing Manager,1 year,MORTGAGE,129422.82,Verified,Jun-2016,Fully Paid,moving,Moving and relocation,16.33,Aug-1994,11,0,4340.39,9.2,20,f,Individual,5.0,0.0,"3579 Main St
KY 25295"
22500, 36 months,21.63,854.98,F,F3,CEO,,MORTGAGE,105422.58,Verified,Dec-2015,Fully Paid,other,Other,18.75,Dec-1987,8,1,4608.44,12.8,25,w,Individual,0.0,0.0,"4870 Main St
PA 11774"
13000, 36 months,3.0,378.06,B,B2,Marketing Manager,10+ years,RENT,66754.1,Not Verified,Apr-2018,Fully Paid,debt_consolidation,Debt consolidation,19.89,Jun-1996,13,0,10827.86,18.8,22,f,Joint App,0.0,0.0,"5473 Main St
SC 23845"
9000, 36 months,12.29,300.18,B,B2,Chef,6 years,MORTGAGE,299735.46,Verified,Apr-2018,Charged Off,debt_consolidation,Debt consolidation,19.12,Nov-1992,9,0,3212.05,37.9,19,f,Individual,,0.0,"9928 Main St
MO 44793"
7000, 36 months,10.54,227.65,B,B4,Sales,< 1 year,MORTGAGE,61797.05,Not Verified,Jul-2015,Fully Paid,debt_consolidation,Debt consolidation,15.61,Jul-2013,13,0,6098.05,67.2,25,w,Individual,2.0,0.0,"5911 Main St
KS 77283"
13000, 60 months,8.13,264.4,C,C3,Office Manager,1 year,MORTGAGE,15440.31,Source Verified,Dec-2020,Fully Paid,other,Other,18.62,Oct-2003,7,0,16730.94,32.0,19,w,Joint App,4.0,0.0,"4761 Main St
UT 21700"
34500, 60 months,6.6,676.65,A,A4,Bus Driver,9 years,MORTGAGE,26935.73,Not Verified,Jun-2020,Fully Paid,other,Other,9.03,Jan-1986,18,0,9946.42,31.3,25,w,Individual,3.0,0.0,"719 Main St
TX 21135"
5500, 36 months,3.85,162.02,A,A4,Attorney,10+ years,RENT,63987.63,Verified,Oct-2017,Fully Paid,home_improvement,Home improvement,21.65,Jul-1993,11,0,1517.25,22.6,22,f,Individual,2.0,0.0,"2301 Main St
MT 52325"
34000, 36 months,19.2,1249.75,D,D2,Technician,10+ years,OWN,26881.49,Verified,Sep-2015,Charged Off,credit_card,Credit card refinancing,17.24,Nov-1999,12,0,33215.19,20.9,30,f,Individual,0.0,0.0,"6781 Main St
VA 80635"
9500, 36 months,6.76,292.29,B,B3,Accountant,10+ years,OTHER,132038.31,Not Verified,Dec-2019,Fully Paid,debt_consolidation,Debt consolidation,13.15,May-1986,10,0,2929.66,49.5,22,f,Individual,,0.0,"7684 Main St
NE 96653"
17500, 36 months,7.09,541.07,B,B2,Manager,5 years,MORTGAGE,68869.44,Not Verified,Dec-2017,Fully Paid,wedding,Wedding,8.62,Jul-2006,15,0,8700.91,50.8,27,f,Individual,1.0,0.0,"4131 Main St
OH 11452"
4500, 36 months,14.99,155.97,D,D4,Technician,10+ years,MORTGAGE,134416.64,Verified,Apr-2019,Fully Paid,debt_consolidation,Debt consolidation,17.42,Nov-1992,16,0,26546.58,8.4,25,f,Individual,1.0,0.0,"2844 Main St
AK 75737"
20500, 36 months,3.69,602.42,A,A5,Human Resources,10+ years,MORTGAGE,70746.78,Not Verified,Jan-2018,Fully Paid,debt_consolidation,Debt consolidation,10.41,May-2004,11,0,5364.4,54.8,20,f,Individual,4.0,0.0,"8434 Main St
PA 50378"
21500, 36 months,11.5,708.98,B,B1,Project Manager,4 years,RENT,13991.02,Source Verified,Aug-2016,Fully Paid,credit_card,Credit card refinancing,10.7,Feb-2015,7,2,27200.89,29.6,26,w,Individual,,1.0,"318 Main St
CA 24003"
21000, 60 months,6.8,413.85,A,A4,Software Engineer,,RENT,148619.23,Verified,Jan-2020,Fully Paid,other,Other,7.05,Jul-2010,10,0,1717.36,28.7,27,w,Joint App,3.0,0.0,"8249 Main St
NC 55277"
3500, 36 months,8.27,110.11,B,B3,Technician,5 years,OTHER,57898.3,Not Verified,Nov-2020,Fully Paid,moving,Moving and relocation,27.69,Oct-2011,13,0,2801.08,40.1,20,w,Individual,2.0,0.0,"7837 Main St
WY 67277"
26500, 36 months,19.59,979.31,D,D5,Bartender,9 years,MORTGAGE,59696.39,Not Verified,Jun-2016,Charged Off,credit_card,Credit card refinancing,9.39,Oct-2013,10,0,26750.09,39.5,22,w,Individual,7.0,0.0,"9540 Main St
ME 71587"
13500, 36 months,3.0,392.6,A,A3,Registered Nurse,10+ years,MORTGAGE,79740.8,Source Verified,Apr-2018,Fully Paid,debt_consolidation,Debt consolidation,28.91,Nov-2015,7,1,9844.29,27.1,16,w,Individual,2.0,1.0,"3823 Main St
OK 86005"
32500, 60 months,16.31,795.7,E,E4,Engineer,3 years,OWN,55160.04,Verified,Apr-2017,Fully Paid,small_business,Business,28.46,Aug-2004,15,0,55516.76,25.1,33,w,Individual,0.0,0.0,"157 Main St
ID 13656"
30000, 36 months,21.42,1136.73,E,E4,Nurse,10+ years,OWN,84248.82,Source Verified,Jul-2020,Charged Off,debt_consolidation,Debt consolidation,14.21,Mar-2000,5,1,2075.93,73.9,18,f,Individual,2.0,0.0,"3332 Main St
MN 58502"
28500, 36 months,6.47,873.11,A,A1,CFO,8 years,MORTGAGE,69078.93,Verified,Jan-2018,Fully Paid,debt_consolidation,Debt consolidation,14.91,Sep-1999,12,0,3554.8,50.9,23,f,Individual,7.0,0.0,"3710 Main St
KS 12314"
30000, 36 months,27.7,1236.05,G,G3,Police Officer,10+ years,RENT,58378.69,Verified,Apr-2020,Fully Paid,credit_card,Credit card refinancing,17.24,Feb-2012,19,0,2789.43,20.7,36,f,Individual,0.0,3.0,"7515 Main St
MI 92638"
